kit_id,brand,model_name,timestamp,region,generation,form_factor,capacity_gb,module_count,is_ecc,speed_mts,cas_latency,voltage,timing_string,die_manufacturer,die_type,true_latency_ns,bandwidth_per_dollar,latency_value_index,speed_premium_ratio,price_per_gb,price_usd,market_segment,recommended_usage,price_status,global_inventory_weeks,fab_utilization_rate,gpu_hbm_trend_gb
MPN-008467,SK Hynix,SK Hynix DDR5 8000MT/s,2024-07-16,EMEA,DDR5,DIMM,48,1,False,8000,36,1.4,36-38-38-76,Micron,R-Die,9.0,177.8952,3237.86,1.0707,7.5,359.76,Consumer,Content Creation,Normal,13.5,0.5809,84.94
MPN-008468,ADATA,ADATA DDR5 6800MT/s,2024-07-22,Europe,DDR5,DIMM,192,2,False,6800,34,1.35,34-36-36-72,Samsung,C-Die,10.0,20.8314,26114.38,1.943,13.6,2611.44,Enterprise/AI,AI / Data Science,Normal,12.94,0.5833,86.3
MPN-008469,Mushkin,Mushkin DDR5 7200MT/s,2024-08-05,Asia-Pacific,DDR5,SODIMM,256,2,False,7200,28,1.35,28-30-30-60,Micron,Z-Die,7.7778,15.8521,28261.25,2.0277,14.19,3633.59,Enterprise/AI,AI / Data Science,Normal,13.16,0.5891,89.5
MPN-008470,Kingston,Kingston DDR5 4800MT/s,2024-08-19,North America,DDR5,SODIMM,512,4,False,4800,38,1.25,38-40-40-80,Samsung,C-Die,15.8333,5.2077,116750.49,2.0574,14.4,7373.72,Enterprise/AI,AI / Data Science,Normal,12.12,0.5948,92.69
MPN-008471,ADATA,ADATA DDR4 2400MT/s,2025-04-11,EMEA,DDR4,SODIMM,128,4,False,2400,16,1.35,16-18-18-36,Samsung,M-Die,13.3333,11.9064,21500.99,3.9369,12.6,1612.57,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.75,0.6913,146.3
MPN-008472,SK Hynix,SK Hynix DDR5 4800MT/s,2024-11-25,Europe,DDR5,DIMM,32,1,False,4800,36,1.45,36-38-38-76,Samsung,B-Die,15.0,145.0837,3970.12,1.1816,8.27,264.67,Consumer,Gaming (AAA),Normal,11.4,0.6351,115.05
MPN-008473,SK Hynix,SK Hynix DDR4 3600MT/s,2025-05-03,Asia-Pacific,DDR4,DIMM,128,2,False,3600,19,1.35,19-21-21-42,Micron,R-Die,10.5556,16.6497,18258.58,4.223,13.51,1729.76,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.01,0.7004,151.31
MPN-008474,Corsair,Corsair DDR5 7200MT/s,2026-01-13,Latin America,DDR5,DIMM,128,4,False,7200,34,1.4,34-36-36-72,Samsung,D-Die,9.4444,8.4583,64315.52,7.6003,53.2,6809.88,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.68,0.8051,209.48
MPN-008475,Silicon Power,Silicon Power DDR6 (Preview) 16000MT/s,2025-03-03,Europe,DDR6 (Preview),SODIMM,256,2,False,16000,64,1.2,64-66-66-132,Micron,E-Die,8.0,5.1704,198051.14,3.4537,96.7,24756.39,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.51,0.6753,137.4
MPN-008476,ADATA,ADATA DDR4 2133MT/s,2024-02-22,Asia-Pacific,DDR4,LRDIMM,128,4,True,2133,15,1.35,15-17-17-34,Samsung,M-Die,14.0647,22.1668,10826.99,1.8794,6.01,769.8,Enterprise/AI,AI / Data Science,Normal,14.47,0.5214,51.86
MPN-008477,ADATA,ADATA DDR4 3000MT/s,2026-05-30,Europe,DDR4,SODIMM,8,4,False,3000,20,1.2,20-22-22-44,SK Hynix,D-Die,13.3333,191.3143,1672.64,4.9003,15.68,125.45,Consumer,Basic Productivity,Shortage-Inflated,4.8,0.8613,240.73
MPN-008478,Lexar,Lexar DDR4 2666MT/s,2025-08-03,Greater China,DDR4,SODIMM,128,2,False,2666,15,1.35,15-17-17-34,Samsung,D-Die,11.2528,10.1487,23648.35,5.1307,16.42,2101.55,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.72,0.7381,172.3
MPN-008479,Micron,Micron DDR4 3000MT/s,2026-04-17,Latin America,DDR4,SODIMM,64,2,False,3000,20,1.45,20-22-22-44,SK Hynix,A-Die,13.3333,13.5926,23542.21,8.6214,27.59,1765.67,Enterprise/AI,Content Creation,Shortage-Inflated,5.2,0.8437,230.92
MPN-008480,Lexar,Lexar DDR4 2666MT/s,2026-02-28,Asia-Pacific,DDR4,DIMM,8,2,False,2666,16,1.2,16-18-18-36,Micron,E-Die,12.003,201.3293,1271.55,4.1381,13.24,105.94,Consumer,Basic Productivity,Shortage-Inflated,5.86,0.824,219.97
MPN-008481,Corsair,Corsair DDR4 2666MT/s,2024-04-20,North America,DDR4,SODIMM,8,2,False,2666,14,1.4,14-16-16-32,SK Hynix,A-Die,10.5026,799.9813,280.01,1.0414,3.33,26.66,Consumer,Basic Productivity,Normal,13.26,0.5452,65.09
MPN-008482,Samsung,Samsung DDR4 3600MT/s,2026-10-22,North America,DDR4,DIMM,64,2,False,3600,15,1.45,15-17-17-34,SK Hynix,M-Die,8.3333,14.533,16514.18,9.6763,30.96,1981.7,Enterprise/AI,Content Creation,Shortage-Inflated,4.2,0.9208,273.8
MPN-008483,Patriot,Patriot DDR5 6000MT/s,2026-04-06,Asia-Pacific,DDR5,SODIMM,128,4,False,6000,36,1.25,36-38-38-76,SK Hynix,A-Die,12.0,6.4512,89285.48,8.3041,58.13,7440.46,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.05,0.8391,228.41
MPN-008484,Samsung,Samsung DDR5 5600MT/s,2025-03-19,EMEA,DDR5,DIMM,512,4,False,5600,34,1.25,34-36-36-72,SK Hynix,A-Die,12.1429,3.5851,151740.46,3.4867,24.41,12496.27,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.73,0.6819,141.05
MPN-008485,Mushkin,Mushkin DDR4 2666MT/s,2024-09-03,Europe,DDR4,DIMM,32,2,False,2666,20,1.2,20-22-22-44,SK Hynix,C-Die,15.0038,179.3011,1784.71,1.1616,3.72,118.95,Consumer,Gaming (AAA),Normal,12.31,0.601,96.11
MPN-008486,Samsung,Samsung DDR4 4400MT/s,2024-10-23,North America,DDR4,DIMM,8,4,False,4400,16,1.4,16-18-18-36,SK Hynix,D-Die,7.2727,1225.5529,208.89,1.1219,3.59,28.72,Consumer,Basic Productivity,Normal,12.41,0.6215,107.52
MPN-008487,Pny,Pny DDR5 4800MT/s,2025-03-26,Latin America,DDR5,SODIMM,256,2,False,4800,28,1.4,28-30-30-60,Micron,Z-Die,11.6667,5.4863,81657.27,3.9058,27.34,6999.19,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.15,0.6848,142.65
MPN-008488,Mushkin,Mushkin DDR5 6800MT/s,2025-04-12,EMEA,DDR5,LRDIMM,96,1,True,6800,38,1.4,38-40-40-80,Samsung,E-Die,11.1765,20.2776,29983.89,3.9922,27.95,2682.77,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.61,0.6917,146.52
MPN-008489,Crucial,Crucial DDR5 7600MT/s,2026-09-13,Greater China,DDR5,DIMM,256,2,True,7600,30,1.4,30-32-32-64,Micron,E-Die,7.8947,3.5159,136522.82,9.6501,67.55,17292.89,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.47,0.9048,264.91
MPN-008490,Patriot,Patriot DDR5 5600MT/s,2026-02-02,EMEA,DDR5,SODIMM,96,2,True,5600,32,1.25,32-34-34-68,Samsung,E-Die,11.4286,8.566,59771.31,7.7827,54.48,5229.99,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.37,0.8133,214.04
MPN-008491,TeamGroup,TeamGroup DDR5 4800MT/s,2024-02-21,EMEA,DDR5,DIMM,32,2,True,4800,30,1.3,30-32-32-64,SK Hynix,D-Die,12.5,163.6953,2932.28,1.0472,7.33,234.58,Consumer,Gaming (AAA),Normal,14.7,0.5209,51.63
MPN-008492,Pny,Pny DDR4 3200MT/s,2024-01-26,EMEA,DDR4,DIMM,8,4,False,3200,18,1.2,18-20-20-40,SK Hynix,C-Die,11.25,964.0736,298.73,1.0373,3.32,26.55,Consumer,Basic Productivity,Normal,14.59,0.5103,45.7
MPN-008493,Pny,Pny DDR5 4800MT/s,2025-10-02,Asia-Pacific,DDR5,DIMM,192,4,False,4800,36,1.25,36-38-38-76,Samsung,B-Die,15.0,4.5248,127299.12,6.3144,44.2,8486.61,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.8,0.7628,185.99
MPN-008494,Micron,Micron DDR4 2133MT/s,2025-01-26,Greater China,DDR4,DIMM,64,2,False,2133,19,1.2,19-21-21-42,Micron,E-Die,17.8153,28.4374,10690.16,2.93,9.38,600.06,Enterprise/AI,Content Creation,Shortage-Inflated,10.65,0.6605,129.19
MPN-008495,Mushkin,Mushkin DDR5 5600MT/s,2026-06-08,EMEA,DDR5,DIMM,256,2,True,5600,42,1.35,42-44-44-88,SK Hynix,C-Die,15.0,2.8906,232475.41,8.6486,60.54,15498.36,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.0,0.865,242.78
MPN-008496,Lexar,Lexar DDR4 2133MT/s,2026-06-25,Latin America,DDR4,DIMM,128,1,False,2133,22,1.35,22-24-24-48,SK Hynix,C-Die,20.6282,4.6622,75501.07,8.9358,28.59,3660.09,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.38,0.872,246.66
MPN-008497,ADATA,ADATA DDR5 6000MT/s,2024-04-13,Latin America,DDR5,DIMM,512,1,False,6000,36,1.35,36-38-38-76,SK Hynix,C-Die,12.0,7.1212,80884.96,1.8807,13.16,6740.41,Enterprise/AI,AI / Data Science,Normal,14.8,0.5423,63.49
MPN-008498,Corsair,Corsair DDR5 6800MT/s,2025-07-18,EMEA,DDR5,DIMM,192,2,False,6800,28,1.3,28-30-30-60,Samsung,E-Die,8.2353,7.5918,59011.12,5.3316,37.32,7165.64,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.16,0.7316,168.65
MPN-008499,Crucial,Crucial DDR5 6800MT/s,2025-10-28,Europe,DDR5,SODIMM,256,2,False,6800,28,1.35,28-30-30-60,Samsung,C-Die,8.2353,4.6584,96170.58,6.5167,45.62,11677.86,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.23,0.7734,191.92
MPN-008500,Pny,Pny DDR5 6000MT/s,2025-03-02,Greater China,DDR5,LRDIMM,48,1,True,6000,42,1.1,42-44-44-88,Micron,B-Die,14.0,41.3982,16232.58,3.4508,24.16,1159.47,Enterprise/AI,Content Creation,Shortage-Inflated,10.35,0.6749,137.17
MPN-008501,Kingston,Kingston DDR4 3000MT/s,2025-06-24,EMEA,DDR4,DIMM,16,2,False,3000,18,1.2,18-20-20-40,SK Hynix,C-Die,12.0,178.9639,1609.26,2.6192,8.38,134.11,Consumer,Gaming (AAA),Shortage-Inflated,9.26,0.7217,163.18
MPN-008502,G.Skill,G.Skill DDR5 4800MT/s,2026-11-22,Greater China,DDR5,DIMM,48,8,True,4800,36,1.3,36-38-38-76,Samsung,C-Die,15.0,20.0605,28713.13,5.697,39.88,1914.21,Consumer,Content Creation,Shortage-Inflated,3.24,0.9336,280.88
MPN-008503,G.Skill,G.Skill DDR5 7600MT/s,2024-10-30,Latin America,DDR5,DIMM,512,2,False,7600,36,1.35,36-38-38-76,Micron,R-Die,9.4737,7.9311,72625.88,2.139,14.97,7666.07,Enterprise/AI,AI / Data Science,Normal,11.81,0.6244,109.11
MPN-008504,TeamGroup,TeamGroup DDR5 5600MT/s,2025-06-02,Greater China,DDR5,DIMM,128,4,False,5600,28,1.1,28-30-30-60,Micron,R-Die,10.0,10.7877,41528.88,4.6349,32.44,4152.89,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.9,0.7127,158.16
MPN-008505,Lexar,Lexar DDR4 4000MT/s,2024-10-20,EMEA,DDR4,DIMM,16,2,False,4000,19,1.4,19-21-21-42,Samsung,D-Die,9.5,539.5352,563.45,1.1584,3.71,59.31,Consumer,Gaming (AAA),Listing-Error,12.05,0.6203,106.83
MPN-008506,Kingston,Kingston DDR5 8000MT/s,2025-03-04,Europe,DDR5,DIMM,128,2,False,8000,28,1.4,28-30-30-60,Samsung,C-Die,7.0,21.4792,20857.4,3.3255,23.28,2979.63,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.3,0.6757,137.63
MPN-008507,Micron,Micron DDR5 6000MT/s,2026-11-09,EMEA,DDR5,DIMM,128,4,False,6000,34,1.45,34-36-36-72,Micron,Z-Die,11.3333,5.2957,102724.66,10.116,70.81,9063.94,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.01,0.9282,277.91
MPN-008508,Crucial,Crucial DDR5 7200MT/s,2024-11-01,Europe,DDR5,DIMM,256,4,False,7200,36,1.1,36-38-38-76,Micron,E-Die,10.0,15.3385,37552.51,2.0956,14.67,3755.25,Enterprise/AI,AI / Data Science,Normal,11.85,0.6252,109.57
MPN-008509,Corsair,Corsair DDR5 6800MT/s,2024-12-28,Latin America,DDR5,DIMM,512,1,True,6800,28,1.4,28-30-30-60,Micron,Z-Die,8.2353,7.6176,58811.28,1.9926,13.95,7141.37,Enterprise/AI,AI / Data Science,Normal,11.09,0.6486,122.57
MPN-008510,Silicon Power,Silicon Power DDR5 6400MT/s,2026-09-04,North America,DDR5,DIMM,64,2,True,6400,36,1.25,36-38-38-76,SK Hynix,M-Die,11.25,11.6325,49516.54,9.8247,68.77,4401.47,Enterprise/AI,Content Creation,Listing-Error,4.28,0.9011,262.86
MPN-008511,Corsair,Corsair DDR5 6000MT/s,2025-08-21,Latin America,DDR5,DIMM,32,1,True,6000,38,1.35,38-40-40-80,SK Hynix,C-Die,12.6667,69.958,8690.92,3.0631,21.44,686.13,Consumer,Gaming (AAA),Shortage-Inflated,7.97,0.7455,176.41
MPN-008512,Pny,Pny DDR5 8000MT/s,2025-11-08,Latin America,DDR5,DIMM,16,2,False,8000,28,1.45,28-30-30-60,Micron,Z-Die,7.0,164.9798,2715.48,3.4636,24.25,387.93,Consumer,Gaming (AAA),Shortage-Inflated,7.45,0.778,194.43
MPN-008513,Micron,Micron DDR5 5600MT/s,2025-11-12,Greater China,DDR5,DIMM,192,4,False,5600,28,1.4,28-30-30-60,Samsung,E-Die,10.0,4.9148,91153.58,6.7823,47.48,9115.36,Enterprise/AI,AI / Data Science,Shortage-Inflated,7.23,0.7796,195.34
MPN-008514,SK Hynix,SK Hynix DDR4 3200MT/s,2025-09-06,North America,DDR4,SODIMM,16,2,False,3200,16,1.2,16-18-18-36,Samsung,M-Die,10.0,157.1884,1628.62,3.1809,10.18,162.86,Consumer,Gaming (AAA),Shortage-Inflated,8.38,0.7521,180.05
MPN-008515,Samsung,Samsung DDR5 7200MT/s,2026-05-10,North America,DDR5,DIMM,48,4,True,7200,36,1.45,36-38-38-76,Micron,B-Die,10.0,36.7719,15664.15,4.6619,32.63,1566.42,Consumer,Content Creation,Shortage-Inflated,5.48,0.8531,236.17
MPN-008516,TeamGroup,TeamGroup DDR4 2400MT/s,2026-06-08,EMEA,DDR4,SODIMM,128,2,False,2400,22,1.35,22-24-24-48,SK Hynix,M-Die,18.3333,5.5922,62945.1,8.3822,26.82,3433.37,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.34,0.865,242.78
MPN-008517,Silicon Power,Silicon Power DDR6 (Preview) 21000MT/s,2024-04-27,EMEA,DDR6 (Preview),SODIMM,256,4,False,21000,60,1.0,60-62-62-124,SK Hynix,A-Die,5.7143,11.974,80174.02,1.9574,54.81,14030.45,Enterprise/AI,AI / Data Science,Normal,13.0,0.548,66.69
MPN-008518,Patriot,Patriot DDR5 8000MT/s,2025-12-28,EMEA,DDR5,SODIMM,64,2,False,8000,42,1.1,42-44-44-88,SK Hynix,C-Die,10.5,20.9682,32048.51,6.813,47.69,3052.24,Enterprise/AI,Content Creation,Shortage-Inflated,6.71,0.7985,205.83
MPN-008519,Samsung,Samsung DDR4 3200MT/s,2024-08-07,North America,DDR4,SODIMM,32,2,False,3200,14,1.2,14-16-16-32,Micron,R-Die,8.75,217.0902,1031.83,1.1516,3.69,117.92,Consumer,Gaming (AAA),Normal,12.72,0.5899,89.95
MPN-008520,Patriot,Patriot DDR5 7600MT/s,2026-10-31,North America,DDR5,DIMM,512,4,True,7600,28,1.25,28-30-30-60,Micron,R-Die,7.3684,1.6353,273957.94,10.3739,72.62,37180.01,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.66,0.9245,275.86
MPN-008521,Micron,Micron DDR5 7600MT/s,2026-04-09,Europe,DDR5,DIMM,48,4,False,7600,36,1.4,36-38-38-76,Samsung,C-Die,9.4737,39.8056,14470.32,4.5459,31.82,1527.42,Consumer,Content Creation,Shortage-Inflated,5.8,0.8404,229.1
MPN-008522,Patriot,Patriot DDR5 4800MT/s,2024-11-02,Greater China,DDR5,DIMM,16,2,False,4800,28,1.1,28-30-30-60,Samsung,B-Die,11.6667,299.357,1496.54,1.1453,8.02,128.27,Consumer,Gaming (AAA),Normal,11.99,0.6256,109.8
MPN-008523,ADATA,ADATA DDR4 2133MT/s,2025-01-26,Asia-Pacific,DDR4,DIMM,8,2,False,2133,18,1.45,18-20-20-40,Micron,B-Die,16.8776,408.7011,704.67,1.6309,5.22,41.75,Consumer,Basic Productivity,Normal,10.99,0.6605,129.19
MPN-008524,Silicon Power,Silicon Power DDR5 8000MT/s,2024-07-08,Asia-Pacific,DDR5,DIMM,32,4,False,8000,32,1.25,32-34-34-68,Samsung,M-Die,8.0,273.1064,1874.73,1.0462,7.32,234.34,Consumer,Gaming (AAA),Normal,12.59,0.5776,83.11
MPN-008525,ADATA,ADATA DDR5 5600MT/s,2024-12-31,Europe,DDR5,DIMM,64,1,False,5600,42,1.4,42-44-44-88,SK Hynix,A-Die,15.0,46.2054,14543.76,2.1643,15.15,969.58,Enterprise/AI,Content Creation,Normal,11.41,0.6499,123.26
MPN-008526,Lexar,Lexar DDR5 7200MT/s,2024-07-19,Greater China,DDR5,DIMM,256,2,False,7200,32,1.4,32-34-34-68,Micron,Z-Die,8.8889,16.8224,30435.56,1.9107,13.38,3424.0,Enterprise/AI,AI / Data Science,Normal,12.94,0.5821,85.62
MPN-008527,Crucial,Crucial DDR5 8400MT/s,2024-12-13,Asia-Pacific,DDR5,LRDIMM,256,2,True,8400,38,1.3,38-40-40-80,Micron,E-Die,9.0476,17.255,35236.11,2.1733,15.21,3894.52,Enterprise/AI,AI / Data Science,Normal,10.72,0.6425,119.15
MPN-008528,Micron,Micron DDR5 7200MT/s,2024-01-26,EMEA,DDR5,DIMM,96,1,False,7200,28,1.4,28-30-30-60,Micron,R-Die,7.7778,46.4618,9642.34,1.8448,12.91,1239.73,Enterprise/AI,AI / Data Science,Normal,14.54,0.5103,45.7
MPN-008529,Samsung,Samsung DDR5 8400MT/s,2025-09-09,EMEA,DDR5,DIMM,512,4,False,8400,40,1.3,40-42-42-84,Samsung,C-Die,9.5238,3.3176,192911.12,5.6517,39.56,20255.67,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.7,0.7533,180.74
MPN-008530,TeamGroup,TeamGroup DDR5 5600MT/s,2026-10-14,Latin America,DDR5,SODIMM,192,2,True,5600,38,1.45,38-40-40-80,Micron,B-Die,13.5714,3.3236,182934.3,10.0293,70.21,13479.37,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.56,0.9176,271.98
MPN-008531,Lexar,Lexar DDR5 7600MT/s,2026-04-29,EMEA,DDR5,LRDIMM,64,1,True,7600,28,1.45,28-30-30-60,SK Hynix,M-Die,7.3684,15.6599,28608.19,8.6664,60.66,3882.54,Enterprise/AI,Content Creation,Shortage-Inflated,6.22,0.8486,233.66
MPN-008532,Crucial,Crucial DDR5 5600MT/s,2025-10-26,North America,DDR5,LRDIMM,64,2,True,5600,28,1.25,28-30-30-60,Micron,R-Die,10.0,15.0472,29772.93,6.6457,46.52,2977.29,Enterprise/AI,Content Creation,Shortage-Inflated,8.05,0.7726,191.46
MPN-008533,Micron,Micron DDR5 6400MT/s,2024-09-02,Latin America,DDR5,DIMM,48,2,False,6400,38,1.3,38-40-40-80,Samsung,D-Die,11.875,139.2282,4366.93,1.0945,7.66,367.74,Consumer,Content Creation,Normal,12.4,0.6006,95.89
MPN-008534,Kingston,Kingston DDR5 6000MT/s,2025-01-26,Asia-Pacific,DDR5,SODIMM,512,8,True,6000,32,1.1,32-34-34-68,SK Hynix,C-Die,10.6667,4.5697,112042.35,2.9308,20.52,10503.97,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.89,0.6605,129.19
MPN-008535,Samsung,Samsung DDR5 7600MT/s,2024-04-03,Asia-Pacific,DDR5,DIMM,256,2,False,7600,32,1.35,32-34-34-68,SK Hynix,M-Die,8.4211,19.0104,26932.66,1.7847,12.49,3198.25,Enterprise/AI,AI / Data Science,Normal,13.92,0.5382,61.21
MPN-008536,Mushkin,Mushkin DDR5 8400MT/s,2026-11-14,Europe,DDR5,SODIMM,32,2,False,8400,34,1.25,34-36-36-72,Micron,E-Die,8.0952,50.1383,10849.98,5.9834,41.88,1340.29,Consumer,Gaming (AAA),Shortage-Inflated,4.05,0.9303,279.05
MPN-008537,Lexar,Lexar DDR5 5600MT/s,2024-03-31,EMEA,DDR5,SODIMM,512,1,False,5600,36,1.1,36-38-38-76,Samsung,C-Die,12.8571,6.3712,90406.86,1.962,13.73,7031.64,Enterprise/AI,AI / Data Science,Normal,13.98,0.537,60.53
MPN-008538,Kingston,Kingston DDR5 4800MT/s,2026-12-24,Greater China,DDR5,SODIMM,192,4,False,4800,34,1.35,34-36-36-72,Micron,E-Die,14.1667,2.5976,209420.88,10.999,76.99,14782.65,Enterprise/AI,AI / Data Science,Shortage-Inflated,3.52,0.9467,288.18
MPN-008539,G.Skill,G.Skill DDR4 2666MT/s,2024-11-13,Europe,DDR4,DIMM,16,1,False,2666,14,1.45,14-16-16-32,Micron,E-Die,10.5026,371.3852,603.15,1.1216,3.59,57.43,Consumer,Gaming (AAA),Normal,12.11,0.6302,112.31
MPN-008540,Crucial,Crucial DDR5 5600MT/s,2025-04-08,Latin America,DDR5,DIMM,96,2,False,5600,36,1.1,36-38-38-76,Micron,B-Die,12.8571,17.2696,33353.41,3.8603,27.02,2594.15,Enterprise/AI,AI / Data Science,Shortage-Inflated,10.32,0.6901,145.61
MPN-008541,Patriot,Patriot DDR4 2666MT/s,2024-08-11,Greater China,DDR4,SODIMM,64,4,False,2666,15,1.4,15-17-17-34,Samsung,E-Die,11.2528,54.8854,4372.75,1.8974,6.07,388.59,Enterprise/AI,Content Creation,Normal,13.29,0.5916,90.87
MPN-008542,TeamGroup,TeamGroup DDR5 8400MT/s,2026-04-12,Europe,DDR5,LRDIMM,48,2,True,8400,32,1.25,32-34-34-68,Micron,B-Die,7.619,23.7324,21573.87,8.4273,58.99,2831.57,Enterprise/AI,Content Creation,Shortage-Inflated,5.86,0.8416,229.78
MPN-008543,ADATA,ADATA DDR6 (Preview) 12800MT/s,2026-06-08,North America,DDR6 (Preview),LRDIMM,32,2,True,12800,84,1.0,84-86-86-172,Samsung,E-Die,13.125,12.9453,103821.48,8.8284,247.19,7910.21,Enterprise/AI,Gaming (AAA),Shortage-Inflated,6.01,0.865,242.78
MPN-008544,G.Skill,G.Skill DDR5 7200MT/s,2026-07-07,Asia-Pacific,DDR5,DIMM,96,2,False,7200,40,1.1,40-42-42-84,Samsung,D-Die,11.1111,9.4382,67809.79,9.0817,63.57,6102.88,Enterprise/AI,AI / Data Science,Shortage-Inflated,4.98,0.8769,249.4
MPN-008545,Samsung,Samsung DDR6 (Preview) 16000MT/s,2024-08-10,Latin America,DDR6 (Preview),SODIMM,128,2,False,16000,84,1.2,84-86-86-172,SK Hynix,A-Die,10.5,18.024,74567.24,1.9815,55.48,7101.64,Enterprise/AI,AI / Data Science,Normal,13.44,0.5911,90.64
MPN-008546,SK Hynix,SK Hynix DDR5 6800MT/s,2026-03-08,EMEA,DDR5,SODIMM,512,2,False,6800,40,1.1,40-42-42-84,SK Hynix,C-Die,11.7647,1.9555,327276.2,7.7619,54.33,27818.48,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.18,0.8272,221.8
MPN-008547,ADATA,ADATA DDR5 7200MT/s,2025-03-13,Greater China,DDR5,SODIMM,96,2,False,7200,34,1.35,34-36-36-72,SK Hynix,D-Die,9.4444,24.0354,22633.27,3.5662,24.96,2396.46,Enterprise/AI,AI / Data Science,Shortage-Inflated,9.04,0.6794,139.68
MPN-008548,Micron,Micron DDR5 4800MT/s,2024-02-01,Greater China,DDR5,LRDIMM,16,2,True,4800,28,1.1,28-30-30-60,Micron,Z-Die,11.6667,183.1741,2445.76,1.8718,13.1,209.64,Enterprise/AI,Gaming (AAA),Normal,13.53,0.5127,47.07
MPN-008549,Lexar,Lexar DDR4 2400MT/s,2025-08-10,Asia-Pacific,DDR4,SODIMM,128,4,False,2400,16,1.2,16-18-18-36,Micron,E-Die,13.3333,8.9677,28546.98,5.2271,16.73,2141.02,Enterprise/AI,AI / Data Science,Shortage-Inflated,8.32,0.741,173.9
MPN-008550,Micron,Micron DDR5 6800MT/s,2024-10-22,Latin America,DDR5,DIMM,48,2,False,6800,42,1.4,42-44-44-88,Samsung,B-Die,12.3529,141.6411,4744.39,1.1431,8.0,384.07,Consumer,Content Creation,Normal,11.57,0.6211,107.29
MPN-008551,Mushkin,Mushkin DDR5 8000MT/s,2026-05-28,Europe,DDR5,LRDIMM,32,2,True,8000,42,1.45,42-44-44-88,Samsung,C-Die,10.5,31.9074,21060.93,8.9545,62.68,2005.8,Enterprise/AI,Gaming (AAA),Shortage-Inflated,5.6,0.8605,240.27
MPN-008552,Corsair,Corsair DDR5 6800MT/s,2024-07-27,EMEA,DDR5,SODIMM,192,4,False,6800,38,1.35,38-40-40-80,Samsung,E-Die,11.1765,20.7823,29255.69,1.9476,13.63,2617.61,Enterprise/AI,AI / Data Science,Normal,12.57,0.5854,87.45
MPN-008553,Patriot,Patriot DDR5 4800MT/s,2025-04-20,Europe,DDR5,DIMM,16,2,False,4800,40,1.3,40-42-42-84,Samsung,D-Die,16.6667,156.3877,4092.39,2.1924,15.35,245.54,Consumer,Gaming (AAA),Normal,9.49,0.695,148.35
MPN-008554,Samsung,Samsung DDR5 8400MT/s,2024-06-12,Latin America,DDR5,SODIMM,256,2,True,8400,36,1.1,36-38-38-76,Samsung,B-Die,8.5714,18.8621,30537.45,1.9881,13.92,3562.7,Enterprise/AI,AI / Data Science,Normal,13.27,0.5669,77.18
MPN-008555,Micron,Micron DDR5 5200MT/s,2025-12-21,North America,DDR5,DIMM,192,2,False,5200,34,1.35,34-36-36-72,Micron,R-Die,13.0769,4.3148,126076.74,7.1735,50.21,9641.16,Enterprise/AI,AI / Data Science,Shortage-Inflated,6.58,0.7956,204.23
MPN-008556,Mushkin,Mushkin DDR5 8000MT/s,2026-11-27,Latin America,DDR5,DIMM,64,2,True,8000,40,1.35,40-42-42-84,Samsung,B-Die,10.0,13.0694,48969.24,10.9306,76.51,4896.92,Enterprise/AI,Content Creation,Shortage-Inflated,3.65,0.9356,282.02
MPN-008557,Corsair,Corsair DDR5 5200MT/s,2026-05-18,Asia-Pacific,DDR5,LRDIMM,256,2,True,5200,40,1.3,40-42-42-84,Micron,Z-Die,15.3846,2.8491,224631.76,8.1479,57.04,14601.06,Enterprise/AI,AI / Data Science,Shortage-Inflated,5.74,0.8564,237.99
MPN-008558,Pny,Pny DDR6 (Preview) 21000MT/s,2024-03-31,Europe,DDR6 (Preview),DIMM,64,8,False,21000,64,1.1,64-66-66-132,Samsung,B-Die,6.0952,52.4806,19511.99,1.7864,50.02,3201.19,Enterprise/AI,Content Creation,Normal,13.76,0.537,60.53
